Paper Title,Contributors
Identifying Functions of Citations with CiTalO,"DI IORIO, ANGELO; NUZZOLESE, ANDREA GIOVANNI; PERONI, SILVIO"
International strategies and networks: A dynamic theory of Italian clusters.,"MOLLONA, EDOARDO VINCENZO EUGENIO"
Stereo Vision Algorithms for FPGAs,"MATTOCCIA, STEFANO"
A Framework for Combining Set Variable Representations,"KIZILTAN, ZEYNEP"
Annotations with EARMARK in practice: a fairy tale,"BARABUCCI, GIOELE; DI IORIO, ANGELO; PERONI, SILVIO; POGGI, FRANCESCO; VITALI, FABIO"
Tools for the Automatic Generation of Ontology Documentation,"PERONI, SILVIO; VITALI, FABIO"
New Trends in Databases and Information Systems: Contributions from ADBIS 2013,"GOLFARELLI, MATTEO; RIZZI, STEFANO"
Predicting social density in mass events to prevent crowd disasters,"PIANINI, DANILO"
NetArg: an agent-based social simulator with argumentative agents,"TORRONI, PAOLO"
Arguments in social networks,"TORRONI, PAOLO"
ICAC ’13: 10th International Conference on Autonomic Computing,"LORETI, DANIELA"
Factors Enabling Information Propagation in a Social Network Site,"MONTESI, DANILO"
Trend template: mining trends with a semi-formal trend model,"MONTESI, DANILO"
Cloud standards: Security and interoperability issues,"BRACCI, FABIO; CORRADI, ANTONIO; FOSCHINI, LUCA"
Efficient compact descriptors in visual search systems,"DI STEFANO, LUIGI; SALTI, SAMUELE; TOMBARI, FEDERICO"
Tracking changes through EARMARK: A theoretical perspective and an implementation,"PERONI, SILVIO; POGGI, FRANCESCO; VITALI, FABIO"
Proceedings of the Second IEEE International Workshop on Emerging COgnitive Radio Applications andaLgorithms (CORAL 2013),"BONONI, LUCIANO; DI FELICE, MARCO"
Type Directed Semantics for the Calculus of Looping Sequences,"TROINA, ANGELO"
Modelling Ecological Systems with the Calculus of Wrapped Compartments,"TROINA, ANGELO"
Preface,"TROINA, ANGELO"
Describing objects using edge-pixel-feature descriptors,"TOMBARI, FEDERICO; FRANCHI, ALESSANDRO; DI STEFANO, LUIGI"
Efficient compact descriptors in visual search systems,"DI STEFANO, LUIGI; SALTI, SAMUELE; TOMBARI, FEDERICO"
How they learned to stop worrying and love privatizations Economic-Political field and Italian state steel demise,"PARESCHI, LUCA; MOLLONA, EDOARDO VINCENZO EUGENIO"
Quickly home please: How connected vehicles are revolutionizing road transportation,"Pau, Giovanni"
Pics-on-wheels: Photo surveillance in the vehicular cloud,"Pau, Giovanni"
Multi-path TCP with network coding for mobile devices in heterogeneous networks,"Pau, Giovanni"
MADN - Multipath Ad-hoc data network prototype and experiments,"Pau, Giovanni"
A naming scheme to represent geographic areas in NDN,"Palazzi, Claudio E.; Pau, Giovanni"
"Analysis of dynamic discourse alliances in framing contested issues: A sociopolitical analysis of
the demise of state steel in Italy.",Edoardo Mollona; Luca Pareschi
Multi-target Data Association Using Sparse Reconstruction,"LISANTI, GIUSEPPE"
Using 3D Models to Recognize 2D Faces in the Wild,"LISANTI, GIUSEPPE"
Intersection collision: Causes and avoidance techniques,"Bujari, A."
Geo-anchored floating data for mobile users,"Bujari, A."
A survey on interactive games over mobile networks,"Bujari, A."
Evaluating design constraints for proximity-based games in a real urban topology,"Bujari, A."
Smartphone and Laptop Frameworks for vehicular networking experimentation,"Bujari, A."
Implementation of an experimental platform for the social internet of things,"GIRAU, ROBERTO"
"Open Source : Quality Verification: 9th IFIP WG 2.13 International Conference, OSS 2013, Koper-Capodistria, Slovenia, June 25-28, 2013, Proceedings",Succi G
Tailoring ITIL for the management of APIs,Succi G
Failure prediction based on log files using Random Indexing and Support Vector Machines,Succi G
Failure Prediction based on Log Files Using Random Indexing and Support Vector Machines,Succi G
"Pair Programming and  Defects--A Large, Industrial Case Study",Succi G
Using a Partially Instantiated GQM to Measure the Quality of Mobile Applications (S),Succi G
Domain analysis in combination with extreme programming to address requirements volatility problems,Succi G
Empirical answers to fundamental  engineering problems (panel),Succi G
"Agile  Development Processes for mobile systems: Accomplishment, Evidence and Evolution",Succi G
Andon for Dentists,Succi G
Supporting Governance in Disciplined Agile Delivery Using Non-Invasive Measurement and Process Mining,Succi G
Managing changes in requirements: An empirical investigation,Succi G
"Supporting CMMI assessment using distributed, non-invasive measurement and process mining",Succi G
Implementing organization-wide Gemba using noninvasive process mining,Succi G
How to calculate  metrics for multiple languages using Open Source parsers,Succi G
Effective dashboard design,Succi G
The API economy: Playing the devil's advocate,Succi G
"Joint Operator Pricing and Network Selection Game in Cognitive Radio Networks: Equilibrium, System Dynamics and Price of Anarchy","Elias, J; Chen, L"
Toward compressed 3D descriptors,"TOMBARI, FEDERICO; SALTI, SAMUELE; DI STEFANO, LUIGI"
The Weighted Average Constraint,"BONFIETTI, ALESSIO; LOMBARDI, MICHELE"
Resource and Service Discovery,"BELLAVISTA, PAOLO; CORRADI, ANTONIO; GIANNELLI, CARLO"
Using Digital Fountains in Future IPTV Streaming Platforms: a Future Perspective,"MARFIA, GUSTAVO; ROCCETTI, MARCO"
AREEB: Automatic REfrain Extraction for ThumBnail,"MARFIA, GUSTAVO; ROCCETTI, MARCO"
Creative Testbeds for VANET Research: A New ,"AMOROSO, ALESSANDRO; MARFIA, GUSTAVO; ROCCETTI, MARCO; G. Pau"
Augmenting Augmented Reality with Pairwise Interactions: The Case of Count Luigi Ferdinando Marsili Shooting Game,"ROCCETTI, MARCO; MARFIA, GUSTAVO; AMOROSO, ALESSANDRO; CARACENI, SIMONA; VARNI, ANGELO"
From Fun Technology to Serious Applications:  Lessons from a Few Exemplar Cases,"MARFIA, GUSTAVO; ROCCETTI, MARCO"
DTN Content Sharing Among Commuters,"BUJARI, ARMIR; ROCCETTI, MARCO; MARFIA, GUSTAVO"
High-quality pagination for publishing,"CIANCARINI, PAOLO; DI IORIO, ANGELO; FURINI, LUCA; VITALI, FABIO"
"W-Grid: A scalable and efficient self-organizing infrastructure for multi-dimensional data management, querying and routing in wireless data-centric sensor networks","MORO, GIANLUCA"
Playing into the wild: A gesture-based interface for gaming in public spaces,"ROCCETTI, MARCO; MARFIA, GUSTAVO"
Collaborative business intelligence,"RIZZI, STEFANO"
To Live and Drive in L.A.: Measurements from A Real Intervehicular Accident Alert Test,"AMOROSO, ALESSANDRO; MARFIA, GUSTAVO; ROCCETTI, MARCO; G. Pau"
Evaluation of mosaic pattern areas in HRCT with Min-IP reconstructions in patients with pulmonary hypertension: could this evaluation replace lung perfusion scintigraphy?,"ROSSI, ALICE; ATTINÀ, DOMENICO; BORGONOVI, ALBERTO; BUIA, FRANCESCO; DE LUCA, FIORELLA; GUIDALOTTI, PIER LUIGI; FUGHELLI, PATRIZIA; GALIE', NAZZARENO; ZOMPATORI, MAURIZIO"
Distributed Computing and Networking,"BONONI, LUCIANO"
Entertainment Technology Transfer toward Serious Use,"ROCCETTI, MARCO; MARFIA, GUSTAVO; AMOROSO, ALESSANDRO"
Lebesgue's dominated convergence theorem in Bishop's style,"SACERDOTI COEN, CLAUDIO; ZOLI, ENRICO"
Conformance Checking of Executed Clinical Guidelines in Presence of Basic Medical Knowledge,"CHESANI, FEDERICO; MELLO, PAOLA; MONTALI, MARCO"
Process Mining Manifesto,"MELLO, PAOLA; MONTALI, MARCO"
"An efficient method for nonnegatively constrained Total Variation-based
denoising of medical images corrupted by Poisson noise","LANDI, GERMANA; LOLI PICCOLOMINI, ELENA"
Face Recognition in Ambient Intelligence Applications,"FRANCO, ANNALISA; MAIO, DARIO; MALTONI, DAVIDE"
OWiki: enabling an ontology-led creation of semantic data,"DI IORIO, ANGELO; PERONI, SILVIO; VITALI, FABIO"
Embedding semantic annotations within texts: the FRETTA approach,"BARABUCCI, GIOELE; PERONI, SILVIO; POGGI, FRANCESCO; VITALI, FABIO"
Introduction to bisimulation and coinduction,"SANGIORGI, DAVIDE"
OLAP Query Reformulation in Peer-to-Peer Data Warehousing,"GOLFARELLI, MATTEO; PENZO, WILMA; RIZZI, STEFANO; TURRICCHIA, ELISA"
A New Strategy for Distributed Compensations with Interruption in Long-Running Transactions,"LANESE, IVAN"
Technology Inertia and the Benefits of Entry,"BACCHIEGA, EMANUELE"
Design and Implementation of a P2P Cloud System,"BABAOGLU, OZALP; MARZOLLA, MORENO"
Dynamic Composition of Coordination Abstractions for Pervasive Systems: The Case of LogOp,"OMICINI, ANDREA; VIROLI, MIRKO"
Msocket: Multiple Stack Support for the Berkeley Socket API,"DAVOLI, RENZO"
Strategic Accessibility Competition,"BACCHIEGA, EMANUELE; RANDON, EMANUELA; ZIRULIA, LORENZO"
A Role-Playing Game for a  Engineering Lab: Developing a Product Line,"ZUPPIROLI, SARA; CIANCARINI, PAOLO; GABBRIELLI, MAURIZIO"
A Framework for QoS-Aware Execution of Workflows over the Cloud,"MARZOLLA, MORENO"
GPS Position Errors in VANETS: Their Impact on a Real-World Accident Warning System,"AMOROSO, ALESSANDRO; MARFIA, GUSTAVO; ROCCETTI, MARCO"
On the Design and Run of VANET Road Experiments,"MARFIA, GUSTAVO; AMOROSO, ALESSANDRO; ROCCETTI, MARCO"
Publish-subscribe systems via gossip: a study based on complex networks,"FERRETTI, STEFANO"
Mitigation of Random Query String DoS via Gossip,"FERRETTI, STEFANO; GHINI, VITTORIO"
Scale-Free Opportunistic Networks: is it Possible?,"FERRETTI, STEFANO; GHINI, VITTORIO; PANZIERI, FABIO"
"""Always Best Packet Switching"" for SIP Services","GHINI, VITTORIO; FERRETTI, STEFANO; PANZIERI, FABIO"
Mobile Online Gaming via Resource Sharing,"FERRETTI, STEFANO; D'ANGELO, GABRIELE"
Time Warp on the Go,"D'ANGELO, GABRIELE; FERRETTI, STEFANO; MARZOLLA, MORENO"
xTrack: A Flexible Real-time 3D Scanner for Home Computing Applications,"MARFIA, GUSTAVO; ROCCETTI, MARCO"
Mercator Atlas Robot: Bridging the Gap between Ancient Maps and Modern Travelers with Gestural Mixed Reality,"MARFIA, GUSTAVO; ROCCETTI, MARCO; VARNI, ANGELO"
Proceedings of 3rd ICST/CREATE-NET Workshop on DIstributed SImulation and Online gaming (DISIO 2012),"D'ANGELO, GABRIELE; FERRETTI, STEFANO"
"Bounding, filtering and diversification in CP-based local branching","KIZILTAN, ZEYNEP; LODI, ANDREA; MILANO, MICHELA; PARISINI, FABIO"
Exception diagnosis in multiagent contract executions,"TORRONI, PAOLO"
Bottom-up argumentation,"TORRONI, PAOLO"
Reactive event calculus for monitoring global computing applications,"BRAGAGLIA, STEFANO; CHESANI, FEDERICO; MELLO, PAOLA; TORRONI, PAOLO"
A retrospective on the reactive event calculus and commitment modeling language,"TORRONI, PAOLO; CHESANI, FEDERICO; MELLO, PAOLA"
Type systems for dummies,"ASPERTI, ANDREA"
Technoculture of Handcraft: Fine Gesture Recognition for Haute Couture Skills Preservation and Transfer in Italy,"MARFIA, GUSTAVO; ROCCETTI, MARCO; MATTEUCCI, GIOVANNI; MARCOMINI, ANDREA"
M-Hippocrates: Enabling Reliable and Interactive Mobile Health Services,"GHINI, VITTORIO; FERRETTI, STEFANO; PANZIERI, FABIO"
On the Degree Distribution of Faulty Peer-to-Peer Overlay Networks,"FERRETTI, STEFANO"
Internet of Threads,"DAVOLI, RENZO"
A browser-based distributed system for the detection of HTTPS stripping attacks against web pages,"PRANDINI, MARCO; RAMILLI, MARCO"
Analytical Model for Anycast Service Provisioning in Data Center Interconnections,"CERRONI, WALTER; CALLEGATI, FRANCO"
Application scenarios for cognitive transport service in next-generation networks,"CALLEGATI, FRANCO; CERRONI, WALTER; CAMPI, ALDO"
A Reversible Abstract Machine and Its Space Overhead,"LIENHARDT, MICHAEL; LANESE, IVAN"
A Fingerprint Retrieval System Based on Level-1 and Level-2 Features,"CAPPELLI, RAFFAELE; FERRARA, MATTEO"
A Fast and Accurate Palmprint Recognition System based on Minutiae,"CAPPELLI, RAFFAELE; FERRARA, MATTEO; MAIO, DARIO"
Fingerprint Enhancement using Contextual Iterative Filtering,"CAPPELLI, RAFFAELE; MALTONI, DAVIDE; TURRONI, FRANCESCO"
Minutiae-Based Fingerprint Matching,"CAPPELLI, RAFFAELE; FERRARA, MATTEO; MALTONI, DAVIDE"
Learning for combining fingerprint matchers: a case study FVC-OnGoing,"LUMINI, ALESSANDRA; FERRARA, MATTEO; CAPPELLI, RAFFAELE"
A multi-classifier approach to face image segmentation for travel documents,"FERRARA, MATTEO; FRANCO, ANNALISA; MAIO, DARIO"
Automatic Concept Extraction in Semantic Summarization Process,"CARBONARO, ANTONELLA"
Editorial,"CIACCIA, PAOLO; PATELLA, MARCO"
Modeling the Energy Consumption of Multi-NIC Communication Mechanisms,"FERRETTI, STEFANO; GHINI, VITTORIO; MARZOLLA, MORENO; PANZIERI, FABIO"
Modeling the Always Best Packet Switching Mechanism,"FERRETTI, STEFANO; GHINI, VITTORIO; MARZOLLA, MORENO; PANZIERI, FABIO"
A user dependent multiresolution approach for biometric data,"NANNI, LORIS; LUMINI, ALESSANDRA"
Random interest regions for object recognition based on texture descriptors and bag of features,"LUMINI, ALESSANDRA"
Survey on LBP based texture descriptors for image classification,"LUMINI, ALESSANDRA"
Matrix representation in pattern classification,"LUMINI, ALESSANDRA"
A very high performing system to discriminate tissues in mammograms as benign and malignant,"LUMINI, ALESSANDRA"
Identifying bacterial virulent proteins by fusing a set of classifiers based on variants of Chou’s pseudo amino acid composition and on evolutionary information,"LUMINI, ALESSANDRA"
Combining multiple approaches for gene microarray classification,"LUMINI, ALESSANDRA"
A classifier ensemble approach for the missing feature problem,"LUMINI, ALESSANDRA"
A simple method for improving local binary patterns by considering non-uniform patterns,"LUMINI, ALESSANDRA"
A Query Reformulation Framework for P2P OLAP,"GOLFARELLI, MATTEO; PENZO, WILMA; RIZZI, STEFANO; TURRICCHIA, ELISA"
A Survey of Context Data Distribution for Mobile Ubiquitous Systems,"BELLAVISTA, PAOLO; CORRADI, ANTONIO; FANELLI, MARIO; FOSCHINI, LUCA"
Converged multimedia services in emerging Web 2.0 session mobility scenarios,"FOSCHINI, LUCA"
Socio-Technical Awareness to Support Recommendation and Efficient Delivery of IMS-Enabled Mobile Services,"CARDONE, GIUSEPPE; CORRADI, ANTONIO; FOSCHINI, LUCA; MONTANARI, REBECCA"
A Stable Network-Aware VM Placement for Cloud Systems,"CORRADI, ANTONIO; FANELLI, MARIO; FOSCHINI, LUCA"
Context Data Distribution in Mobile Systems: a Case Study on Android-based Phones,"CORRADI, ANTONIO; FANELLI, MARIO; FOSCHINI, LUCA"
QoS-aware elastic cloud brokering for IMS infrastructures,"BELLAVISTA, PAOLO; FOSCHINI, LUCA"
DDS-Enabled Cloud Management Support for Fast Task Offloading,"CORRADI, ANTONIO; FOSCHINI, LUCA"
Database Security Management for Healthcare SaaS in the Amazon AWS Cloud,"BRACCI, FABIO; CORRADI, ANTONIO; FOSCHINI, LUCA"
Large neighbourhood search algorithms for the founder sequence reconstruction problem,"ROLI, ANDREA; BENEDETTINI, STEFANO"
Optimizing the Energy Consumption of Large-Scale Applications,"MARZOLLA, MORENO"
"Supporting Operating Systems Projects using the
uMPS2 Hardware Simulator","DAVOLI, RENZO"
A sensitivity analysis of common operating systems to ROP attacks,"PRANDINI, MARCO; RAMILLI, MARCO"
Global Cyclic Cumulative Constraint,"BONFIETTI, ALESSIO; LOMBARDI, MICHELE; BENINI, LUCA; MILANO, MICHELA"
A min-flow algorithm for Minimal Critical Set detection in Resource Constrained Project Scheduling,"LOMBARDI, MICHELE; MILANO, MICHELA"
Optimal Methods for resource allocation and scheduling: a cross-disciplinary survey,"LOMBARDI, MICHELE; MILANO, MICHELA"
Middleware for Differentiated Quality in Spontaneous Networks,"BELLAVISTA, PAOLO; CORRADI, ANTONIO; GIANNELLI, CARLO"
Sliced Neighborhood Search,"MILANO, MICHELA"
Costs and benefits of behavioral specialization,"ROLI, ANDREA"
Wide-Scale Vehicular Sensor Networks and Mobile Sensing (Guest Editorial),"BELLAVISTA, PAOLO"
Service Delivery Management in Broadband Networks (Guest Editorial),"BELLAVISTA, PAOLO"
The Future Internet convergence of IMS and ubiquitous smart environments: An IMS-based solution for energy efficiency,"BELLAVISTA, PAOLO; CARDONE, GIUSEPPE; CORRADI, ANTONIO; FOSCHINI, LUCA"
Performance Evaluation of Full Search Equivalent Pattern Matching Algorithms,"TOMBARI, FEDERICO; MATTOCCIA, STEFANO; DI STEFANO, LUIGI"
A Component Model for the ABS Language,"LANESE, IVAN; BRAVETTI, MARIO; SANGIORGI, DAVIDE; ZAVATTARO, GIANLUIGI"
Hough voting for 3D object recognition under occlusion and clutter,"TOMBARI, FEDERICO; DI STEFANO, LUIGI"
Verification of Ad Hoc Networks with Node and Communication Failures,"ZAVATTARO, GIANLUIGI"
Steps on the Road to Component Evolvability,"BRAVETTI, MARIO; ZAVATTARO, GIANLUIGI"
Sprint Planning Optimization in Agile Data Warehouse Design,"GOLFARELLI, MATTEO; RIZZI, STEFANO; TURRICCHIA, ELISA"
Pervasive Ecosystems: a Coordination Model based on Semantic Chemistry,"VIROLI, MIRKO; PIANINI, DANILO; MONTAGNA, SARA"
A Model for Drosophila Melanogaster Development from a Single Cell to Stripe Pattern Formation,"MONTAGNA, SARA; PIANINI, DANILO; VIROLI, MIRKO"
Linda in space-time: an adaptive coordination model for mobile ad-hoc environments,"VIROLI, MIRKO; PIANINI, DANILO"
A Term Rewriting System for Kuratowski's Closure-Complement Problem,"SACERDOTI COEN, CLAUDIO"
A Bi-Directional Refinement Algorithm for the Calculus of (Co)Inductive Constructions,"ASPERTI, ANDREA; RICCIOTTI, WILMER; SACERDOTI COEN, CLAUDIO; TASSI, ENRICO"
Formal Metatheory of Programming Languages in the Matita Interactive Theorem Prover,"ASPERTI, ANDREA; RICCIOTTI, WILMER; SACERDOTI COEN, CLAUDIO; TASSI, ENRICO"
Getting the Best from Uncertain Data: the Correlated Case,"BARTOLINI, ILARIA; CIACCIA, PAOLO; PATELLA, MARCO"
MIMESIS : A Semantic-based Approach for Poetry in Music Digital Libraries,"BARTOLINI, ILARIA; LUZZI, CECILIA; PATELLA, MARCO; POMPILIO, ANGELO; RUINI, CESARINO"
Stereo Vision and Scene Segmentation,"MATTOCCIA, STEFANO"
An improved Newton projection method for nonnegative deblurring of Poisson-corrupted images with Tikhonov regularization,"LANDI, GERMANA; LOLI PICCOLOMINI, ELENA"
Adaptive Appearance Modeling for Video Tracking: Survey and Evaluation,"SALTI, SAMUELE; DI STEFANO, LUIGI"
Low Complexity SIFT Compression Techniques,"DI STEFANO, LUIGI"
Constrained Wiki: The WikiWay to Validating Content,"DI IORIO, ANGELO; VITALI, FABIO"
A first approach to the automatic recognition of structural patterns in XML documents,"DI IORIO, ANGELO; PERONI, SILVIO; POGGI, FRANCESCO; VITALI, FABIO"
